136.841,-3.58914,-112.841,3.58914,0,0,15.1082,-3.37662,-27.1082,-16.6234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.58914,91.7521,3.58914,-19.7521,0,0,-3.37662,-22.2078,-16.6234,-13.7922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-112.841,3.58914,251.475,-6.7513,-74.6339,3.16216,-35.1082,23.3766,30.2165,-6.75325,-27.1082,-16.6234,0,0,0,0,0,0,0,0,0,0,0,0
3.58914,-19.7521,-6.7513,203.698,3.16216,8.05362,23.3766,-37.7922,-6.75325,-44.4156,-16.6234,-13.7922,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-74.6339,3.16216,114.634,-3.16216,0,0,-35.1082,23.3766,15.1082,-3.37662,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.16216,8.05362,-3.16216,111.946,0,0,23.3766,-37.7922,-3.37662,-22.2078,0,0,0,0,0,0,0,0,0,0,0,0
15.1082,-3.37662,-35.1082,23.3766,0,0,117.87,0,-77.8701,0,0,0,15.1082,3.37662,-35.1082,-23.3766,0,0,0,0,0,0,0,0
-3.37662,-22.2078,23.3766,-37.7922,0,0,0,114.649,0,5.35065,0,0,3.37662,-22.2078,-23.3766,-37.7922,0,0,0,0,0,0,0,0
-27.1082,-16.6234,30.2165,-6.75325,-35.1082,23.3766,-77.8701,0,251.509,3.55271E-15,-109.639,0,-27.1082,16.6234,30.2165,6.75325,-35.1082,-23.3766,0,0,0,0,0,0
-16.6234,-13.7922,-6.75325,-44.4156,23.3766,-37.7922,0,5.35065,3.55271E-15,207.342,0,-20.6926,16.6234,-13.7922,6.75325,-44.4156,-23.3766,-37.7922,0,0,0,0,0,0
0,0,-27.1082,-16.6234,15.1082,-3.37662,0,0,-109.639,0,133.639,-1.77636E-15,0,0,-27.1082,16.6234,15.1082,3.37662,0,0,0,0,0,0
0,0,-16.6234,-13.7922,-3.37662,-22.2078,0,0,0,-20.6926,-1.77636E-15,92.6926,0,0,16.6234,-13.7922,3.37662,-22.2078,0,0,0,0,0,0
0,0,0,0,0,0,15.1082,3.37662,-27.1082,16.6234,0,0,133.639,0,-109.639,8.88178E-16,0,0,15.1082,-3.37662,-27.1082,-16.6234,0,0
0,0,0,0,0,0,3.37662,-22.2078,16.6234,-13.7922,0,0,0,92.6926,1.77636E-15,-20.6926,0,0,-3.37662,-22.2078,-16.6234,-13.7922,0,0
0,0,0,0,0,0,-35.1082,-23.3766,30.2165,6.75325,-27.1082,16.6234,-109.639,0,251.509,0,-77.8701,8.88178E-16,-35.1082,23.3766,30.2165,-6.75325,-27.1082,-16.6234
0,0,0,0,0,0,-23.3766,-37.7922,6.75325,-44.4156,16.6234,-13.7922,0,-20.6926,0,207.342,8.88178E-16,5.35065,23.3766,-37.7922,-6.75325,-44.4156,-16.6234,-13.7922
0,0,0,0,0,0,0,0,-35.1082,-23.3766,15.1082,3.37662,0,0,-77.8701,0,117.87,-3.55271E-15,0,0,-35.1082,23.3766,15.1082,-3.37662
0,0,0,0,0,0,0,0,-23.3766,-37.7922,3.37662,-22.2078,0,0,1.77636E-15,5.35065,-3.55271E-15,114.649,0,0,23.3766,-37.7922,-3.37662,-22.2078
0,0,0,0,0,0,0,0,0,0,0,0,15.1082,-3.37662,-35.1082,23.3766,0,0,58.9351,-25.974,-38.9351,5.97403,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-3.37662,-22.2078,23.3766,-37.7922,0,0,-25.974,57.3247,5.97403,2.67532,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-27.1082,-16.6234,30.2165,-6.75325,-35.1082,23.3766,-38.9351,5.97403,125.755,-13.6797,-54.8196,7.70563
0,0,0,0,0,0,0,0,0,0,0,0,-16.6234,-13.7922,-6.75325,-44.4156,23.3766,-37.7922,5.97403,2.67532,-13.6797,103.671,7.70563,-10.3463
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.1082,-16.6234,15.1082,-3.37662,0,0,-54.8196,7.70563,66.8196,12.2944
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.6234,-13.7922,-3.37662,-22.2078,0,0,7.70563,-10.3463,12.2944,46.3463
